id,subname,subid,subname,subsubid,desc,position
,Maths,,Using and Applying,,"Pupils encounter activities and experiences. They may be passive or resistant. They may show simple reflex responses, for example, startling at sudden noises or movements. Any participation is fully prompted.",P1 (i) 
,Maths,,Using and Applying,,Pupil accepts adult physical prompting during an activity. ,a
,Maths,,Using and Applying,,Pupil changes facial expression or body position in response to tactile or visual stimuli during a mathematical activity,b
,Maths,,Using and Applying,,"Pupil shows resistance or negative response to sensory stimuli, e.g. withdraws hand or grimaces to show displeasure.",c
,Maths,,Using and Applying,,Pupil remains passive or shows no observable response,d
,Maths,,Using and Applying,,Pupil shows a reflex response to sensory stimuli. ,e
,Maths,,Using and Applying,,"Pupils show emerging awareness of activities and experiences. They may have periods when they appear alert and ready to focus their attention on certain people, events, objects or parts of objects, for example, grasping objects briefly when they are placed in their hand. They may give intermittent reactions, for example, sometimes showing surprise at the sudden presence or absence of an event or object.",P1 (ii)
,Maths,,Using and Applying,,"Pupil responds to a familiar activity by an occasional response, e.g. vocalisation. ",a
,Maths,,Using and Applying,,"Pupil can locate an object presented in different positions, visual or auditory.",b
,Maths,,Using and Applying,,Pupil will maintain contact with a mathematical resource for a short period of time.,c
,Maths,,Using and Applying,,Pupil may briefly turn head or smile at a familiar sound or situation. ,d
,Maths,,Using and Applying,,"Pupil demonstrates awareness by any observable response, e.g. facial expression or body movement.",e
,Maths,,Using and Applying,,"Pupils begin to respond consistently to familiar people, events and objects. They react to new activities and experiences, for example, becoming excited or alarmed when a routine is broken. They begin to show interest in people, events and objects, for example, tracking objects briefly across their field of awareness. They accept and engage in coactive exploration, for example, lifting objects briefly towards the face in shared investigations.",P2 (i)
,Maths,,Using and Applying,,Pupil can track an object horizontally when held at eye level or pupil shows a distinct recognition of a sound-making object and tracks its sound from side to side. ,a
,Maths,,Using and Applying,,"Pupil accepts partial prompting to engage in exploring new objects and activities, e.g. lifting them towards the face.
",b
,Maths,,Using and Applying,,Pupil begins to interact consistently to familiar people and activities.,c
,Maths,,Using and Applying,,Pupil can locate an object presented in different positions.,d
,Maths,,Using and Applying,,Pupil begins to respond consistently to an event or activity.,e
,Maths,,Using and Applying,," Pupils begin to be proactive in their interactions. They communicate consistent preferences and affective responses, for example, showing a desire to hold a favourite object. They recognise familiar people, events and objects, for example, looking towards their own lunch box when offered a selection. They perform actions, often by trial and improvement, and they remember learned responses over short periods of time, for example, repeating an action with a familiar item of equipment. They cooperate with shared exploration and supported participation, for example, handling and feeling the texture of objects passed to them. ",P2 (ii)
,Maths,,Using and Applying,,"Pupil will continue an action or interaction with an adult by repeating a sound or action, e.g. pupil responds with an ‘a’ sound when you say ‘a’; when their hand is placed on a drum and they feel the vibration of a drum beat, they tap the drum in response. ",a
,Maths,,Using and Applying,,"Pupil can, using trial and error, operate a simple switch activated toy, e.g. pop up toy or jack in a box.",b
,Maths,,Using and Applying,,"Pupil can show consistent preference for favoured items, e.g. reach for/eye point to favourite item from a choice of two. ",c
,Maths,,Using and Applying,,Pupil can reach for or look at objects when placed within his/her visual/aural field.,d
,Maths,,Using and Applying,,"Pupil can explore objects by touch, banging them, moving them, dropping them, etc",e
,Maths,,Using and Applying,,"Pupils begin to communicate intentionally. They seek attention through eye contact, gesture or action. They request events or activities, for example, pushing an item of equipment towards a member of staff. They participate in shared activities with less support. They sustain concentration for short periods. They explore materials in increasingly complex ways, for example, banging or rubbing objects together. They observe the results of their own actions with interest, for example, as they throw or drop objects on to different surfaces. They remember learned responses over more extended periods, for example, remembering how to activate a pop-up object from a previous lesson.",P3 (i)
,Maths,,Using and Applying,,"Pupil can retrieve an object which has been seen or heard and then placed in an open container, e.g. when a ball is placed in a container large enough for the child to reach into.",a
,Maths,,Using and Applying,,"Pupil will observe the result of their own actions with interest, e.g. listen to/watch the result of a switch activated operation (pop up toy or jack in a box). ",b
,Maths,,Using and Applying,,Pupil can remember a learned response from day to day (as opposed to remembering daily routines).,c
,Maths,,Using and Applying,,"Pupil pushes items towards adult or pulls adult’s hand towards them, as a means of requesting more of a specific activity.",d
,Maths,,Using and Applying,,"Pupil will explore objects in increasingly complex ways, using more than one action, e.g. tapping, turning, shaking, rolling, etc",e
,Maths,,Using and Applying,,"Pupils use emerging conventional communication. They greet known people and may initiate interactions and activities, for example, dropping objects to prompt interventions from adults. They can remember learned responses over increasing periods of time and may anticipate known events, for example, collecting coats and bags at the end of the school day. They may respond to options and choices with actions or gestures, for example, pointing to or giving one object rather than another. They actively explore objects and events for more extended periods, for example, manipulating objects in piles, groups or stacks. They apply potential solutions systematically to problems, for example, using items of equipment purposefully and appropriately.",P3 (ii)
,Maths,,Using and Applying,,Pupil can intentionally attract the attention of an adult to assist them in retrieving an object that has been placed just out of their reach.,a
,Maths,,Using and Applying,,"Pupil will respond to options and choices by accepting and rejecting, e.g. shaking the head, pushing an item away or intentionally discarding an item.",b
,Maths,,Using and Applying,,"Pupil can grasp two shapes at once and explore whether or not they fit together, e.g. interlocking objects.",c
,Maths,,Using and Applying,,"Pupil can track quickly moving objects, e.g. pendulum. Pupil can track a ball as he/she rolls it away from themselves out of their immediate field of vision,e.g. rolls a ball off the table and watches it trace a path along the floor. ",d
,Maths,,Using and Applying,,"Pupil independently explores shapes, feeling the edges, corners or curves for extended periods of time. ",e
,Maths,,Using and Applying,,"Pupils are aware of cause and effects in familiar mathematical activities, for example, knowing that in a role-play shop a coin can be exchanged for an item; hitting a mathematical shape on a concept keyboard to make it appear on the screen. They show awareness of changes in shape, position or quantity, for example, grouping objects that have similar key features such as shape; creating very simple sequences of light or sound using switched equipment; recalling an object which has been placed out of sight. They anticipate, follow and join in familiar mathematical activities when given a contextual cue, for example, anticipating the next chorus or action in songs and rhymes; matching cakes to plates.",P4
,Maths,,Using and Applying,,"Pupil joins or stacks similar objects,e.g. 4 or more bricks, nesting beakers, cereal boxes, etc",a
,Maths,,Using and Applying,,"During practical activities, pupil demonstrates an awareness of changes, e.g. in shape, changing shapes in dough; in position, changes in direction.",b
,Maths,,Using and Applying,,"Pupil can post objects down a tube and look for the object to re-appear at the opposite end.Pupil repeats the same activity using different objects, e.g. car, ball, etc.  ",c
,Maths,,Using and Applying,,"Pupil demonstrates an awareness of cause and effect and begins to apply this in a range of activities,e.g. switch activated equipment – bubble tube, toys, fan, hair dryer, vibrating cushion, etc.In role play, pupil can exchange a coin for a chosen item at the tuck shop.",d
,Maths,,Using and Applying,,"Pupil follows simple sequences in a range of settings, and can create very simple sequences of their own, e.g. using light and/or sounds.",e
,Maths,,Using and Applying,,"Pupils sort or match objects or pictures by recognising similarities, for example, matching shoes or socks by placing next to one placed by an adult; find matching pairs from a collection of pictures; collating objects given one criterion e.g. blue or big. They make sets that have the same small number of objects in each, for example, distributing sweets into containers so that there are one or two in each. They solve simple problems practically, for example, selecting appropriate containers for items of different sizes; checking there is a knife for every fork.",P5
,Maths,,Using and Applying,,"Pupil will, with occasional prompts, solve simple problems, e.g. find a matching glove for their other hand. ",a
,Maths,,Using and Applying,,"With occasional prompts, pupil finds a similar object requested by another person, e.g. from a collection of pupils’ shoes, ask the child to find one to match the one held by the adult.",b
,Maths,,Using and Applying,,"With occasional prompts, pupil can match/sort objects for one criteria, e.g. blue and yellow; circles and squares.",c
,Maths,,Using and Applying,,"Pupil is able to solve simple problems by matching objects to pictures, e.g. put the tambourine on the music trolley in the tray with the picture of the tambourine. ",d
,Maths,,Using and Applying,,"Pupil can find familiar objects which are kept in familiar places, e.g. crayons in the box, coat on the peg, bag in the locker, etc.",e
,Maths,,Using and Applying,,"Pupils sort objects and materials according to a given criteria, for example, sorting footballs into a net and table tennis balls into a box. They copy simple patterns or sequences, for example, copying a drumbeat; copying a simple pattern of repeated movements; copying a pattern of large and small cups.",P6
,Maths,,Using and Applying,,"Pupil sorts objects according to a given criteria, e.g. pupil sorts a number of colours and a range of shapes. ",a
,Maths,,Using and Applying,,"Pupil uses one-to-one correspondence in practical activities, e.g. when preparing snacks for their class group they provide a cup for each pupil",b
,Maths,,Using and Applying,,"Pupil begins to demonstrate an understanding of more and less in practical situations, e.g. when preparing drinks he/she recognises which cups contain more or less than each other",c
,Maths,,Using and Applying,,"Pupil will count reliably to 3 when playing a simple game, e.g. roll the dice to collect 1p coins to the value of 3p. ",d
,Maths,,Using and Applying,,"Pupil searches for objects not found in usual places. Pupil can copy a simple pattern using objects or sounds when provided with a model, e.g. apple, banana, apple, banana.",e
,Maths,,Using and Applying,,"Pupils complete a range of classification activities using a given criterion, for example, sorting a pile of coins by size, colour or shape; sorting all the blue Wellington boots; sorting all the size 6 shoes. They identify when an object is different and does not belong to a given familiar category, for example, removing odd items from sets; collecting items into sorting boxes or drawers. They respond appropriately to key vocabulary and questions, for example, ‘How many?’",P7
,Maths,,Using and Applying,,"Pupil can identify the odd one out from a selection of similar objects, where only one is different.",a
,Maths,,Using and Applying,,Pupil can use tallying to record values to 5. Pupil can collect tokens to record values to 5.,b
,Maths,,Using and Applying,,"Pupil can describe why an object is different using words, symbols or gestures.",c
,Maths,,Using and Applying,,"Pupil can complete a sorting activity, e.g sort 2p, 10p and 20p coins; 50p, £1 and £2 coins. ",d
,Maths,,Using and Applying,,"Pupil can respond appropriately to key vocabulary and questions, e.g. ‘How many?’",e
,Maths,,Using and Applying,,"Pupils talk about, recognise and copy simple repeating patterns and sequences, for example, recognising and describing simple repeating patterns on textiles or necklaces from different cultures; recognising and describing a pattern of socks on a line; joining in a pattern of hand claps; talking about and copying patterns such as beats in familiar music; shapes made by hand and feet in damp sand; sponge prints. Pupils use their developing mathematical understanding of counting up to ten to solve simple problems encountered in play, games or other work, for example, using tokens or marks to tally events or scoring in games; counting in the school environment; using ordinal words to describe positions and turns. Pupils make simple estimates, for example, estimating the number of cubes that will fit into a box or the number of strides across a room.",P8
,Maths,,Using and Applying,,"Pupil can say who has more or less when comparing two different amounts and check their answers by counting, e.g. who has the most sweets?Pupil can begin to estimate larger quantities and then check their answers by counting, e.g. how many cubes will fit in a box? (up to 9).",a
,Maths,,Using and Applying,,"Pupil can recognise 1p and 2p coins.Pupil can understand the use of varied means of recording in games, e.g. the use of tallying, of token collecting and numerical scoring for values to 10. ",b
,Maths,,Using and Applying,,Pupil can collect a small number of items (up to 9) upon request.Pupil estimates the number of objects requested for a particular activity.,c
,Maths,,Using and Applying,,"Pupil can describe the positions of first and last, e.g. when queuing for dinner.Pupil can identify an increasing range of objects by features and size, e.g. identifies dogs within a collection of animals and then recognises large dogs and small dogs. ",d
,Maths,,Using and Applying,,"Pupil can continue a repeating pattern and describe the pattern using words, symbols or gestures.Pupil can, with help, rote count familiar objects or people up to 10 and beyond, e.g. counting how many children are in their class. ",e
,Maths,,Using and Applying,,Pupils use mathematics as an integral part of classroom activities. They represent their work with objects or pictures and discuss it. They recognise and use a simple pattern or relationship.,L1
,Maths,,Using and Applying,,"Pupil can describe ways of solving puzzles and problems, explaining choices and decisions orally or using pictures,e.g. The pictures on these cards tell a story (e.g. a day trip out). Look at your cards and think what the story might be about.Put the cards in time order. What do you think happens next? ",a
,Maths,,Using and Applying,,"Pupil can describe and explain simple patterns and relationships involving numbers or shapes,e.g. Sort these shapes in your own way and tell me how you chose to sort them.Can you carry on this pattern: 1, 3, 5, _ ?.How did you know what comes next? ",b
,Maths,,Using and Applying,,"Pupil can choose suitable equipment to answer questions, including sorting. Display results using tables and pictures,e.g. Which do you think will be lighter: this cup or this orange? Find a way to compare the weights of the two objects.How many cubes can you hold in your hand? Who in your group can hold the most/fewest? How will you record your findings? ",c
,Maths,,Using and Applying,,"Pupil can describe a puzzle or problem and set the solution in the original context,e.g. There are seven baby birds in the nest. Two fly away. How many are left? Show me how to work out the answer. ",d
,Maths,,Using and Applying,,"Pupil can solve problems involving counting, adding, subtracting, doubling or halving,e.g. The numbers in this count are mixed up, 6, 4, 2, 8. Put them in order.There are seven pennies in this bag. I spend 4p. How much money will be left? Use the balance to find out which of these three boxes is heaviest; which is the lightest and which is in between. ",e
,Maths,,Using and Applying,,Pupils select the mathematics they use in some classroom activities. They discuss their work using mathematical language and are beginning to represent it using symbols and simple diagrams. They explain why an answer is correct.,L2
,Maths,,Using and Applying,,"Pupil can present solutions to puzzles and problems in an organised way; explain decisions, methods and results in pictorial, spoken or written form, using mathematical language and number sentences,e.g. Emma turns over three digit cards: 4, 7 and 2. She can use them to make the number 47. Write all the other two-digit numbers she can make. Explain how you know you have made them all.Three children have 17 toys altogether. Each child has an odd number of toys. How many toys could each child have? ",a
,Maths,,Using and Applying,,"Pupil can describe patterns and relationships involving numbers or shapes; make predictions and test these with examples,e.g. Here is a sequence: _, 7, 9, 11, 13, _   Which of these numbers will be in the sequence: 3, 16, 21, 58? Explain how you know.Identify the shapes that are pentagons. Explain how you know. Draw two more. Identify the shapes that are pentagons. Explain how you know. Draw two more. ",b
,Maths,,Using and Applying,,"Pupil can follow a line of enquiry; answer questions by choosing and using suitable equipment and selecting, organising and presenting information in lists, tables and simple diagrams,e.g. I have 10p in my pocket. Write numbers from 1 to 30 into a table to show which are multiples of 5. What do you notice? Which coins could I have?",c
,Maths,,Using and Applying,,"Pupil can identify and record the information or calculation needed to solve a puzzle or problem; carry out the steps or calculations and check the solution in the context of the problem,e.g. Tom works out the answer to this: 75 – 43 = 32. How did Tom work it out? It costs adults £5 and children £3 to go swimming. How much would it cost for 3 adults and 2 children? ",d
,Maths,,Using and Applying,,"Pupil can solve problems involving addition, subtraction, multiplication and division,e.g. Peter can see some tricycles. Altogether he can see 15 wheels. How many tricycles are there? Sarah had 18 hairclips and Miriam had 12 hairclips. How many more hairclips did Sarah have? ",e
,Maths,,Using and Applying,, Pupils try different approaches and find ways of overcoming difficulties that arise when they are solving problems. They are beginning to organise their work and check results. Pupils discuss their mathematical work and are beginning to explain their thinking. They use and interpret mathematical symbols and diagrams. Pupils show that they understand a general statement by finding particular examples to match it.,L3
,Maths,,Using and Applying,,"Pupil can give reasons and solutions to puzzles and problems orally, in writing or using diagrams and symbols,e.g. A shop sells pens in packs of 2 or 6. A pack of 6 pens costs £1.50. A pack of 2 pens costs 50p. The shop has an offer on pens: The pack of 6 is half price and the packs of 2 are now 3 for the price of 2. What is the cheapest way to buy 6 pens? Add information to a Carroll diagram and explain why. ",a
,Maths,,Using and Applying,,"Pupil can identify and use patterns, relationships and properties of numbers or shapes; investigate a statement involving numbers and test it with examples,e.g. If you double an odd number you always get an odd number. A square always has four right angles. Is every shape that has four right angles a square? ",b
,Maths,,Using and Applying,,"Pupil can suggest a line of enquiry and can follow their own strategy to collect, organise and interpret selected information to find answers.",c
,Maths,,Using and Applying,,"Pupil can use number sentences, statements or diagrams to represent and solve a problem or puzzle; interpret the solution in the original context,e.g. Find three consecutive numbers which add up to 48. What other numbers can you make by adding three consecutive numbers? What do you notice? ",d
,Maths,,Using and Applying,,"Pupil can choose and use appropriate calculation strategies to solve one and two-step problems and those involving time, money and measures,e.g. These are the prices in a shoe shop.-Sandals £25.99, Flip flops £21.50,Football boots £40.75,How much more do the football boots cost than the flip flops? Rob buys a pair of football boots and a pair of sandals. How much change does he get from £70? Calculate the arrival time of a train when given the departure time (e.g. 09:35) and journey time (e.g. 50 minutes). ",e
,Maths,,Using and Applying,,Pupils are developing their own strategies for solving problems and are using these strategies both in working within mathematics and in applying mathematics to practical contexts. They present information and results in a clear and organised way. They search for a solution by trying out ideas of their own.,L4
,Maths,,Using and Applying,,"Pupil can explain reasoning and conclusions, using words, symbols or diagrams as appropriate,e.g. As the perimeter of a shape increases the area increases. Is this always, sometimes or never true? ",a
,Maths,,Using and Applying,,"Pupil can represent and interpret sequences, patterns and relationships involving numbers and shapes; suggest and test hypotheses; construct and use simple expressions and formulae in words then symbols,e.g. The time to cook a chicken is 27 minutes per 500g. How long does it take to cook a 3kg chicken?Write a formula for the cost of n pencils at 20p each. ",b
,Maths,,Using and Applying,,"From a given context, pupil can suggest, plan and develop lines of enquiry; collect, organise and represent information, interpret results and review methods; identify and answer related questions.",c
,Maths,,Using and Applying,,"Pupil can work through a problem or puzzle systematically, recording each step; interpret the solution in the original context,e.g. See folder for examples",d
,Maths,,Using and Applying,,"Pupil can choose and use appropriate calculation strategies to solve multi-step problems and those involving fractions, decimals and percentages,e.g. In a sandwich bar storeroom there are 7 boxes of cola, 5 boxes of lemonade and 4 boxes of cherryade. There are 24 bottles in every box. How many bottles of pop are there altogether?Nathan has 5 identical toy cars. He places them on a transporter that weighs 500g. He weighs the loaded transporter and notices it weighs 800g. How can Nathan calculate the weight of each car? ",e
,Maths,,Number (including data handling and calculations),,"Pupils encounter activities and experiences. They may be passive or resistant. They may show simple reflex responses, for example, startling at sudden noises or movements. Any participation is fully prompted.",P1 (i) 
,Maths,,Number (including data handling and calculations),,Pupil accepts adult physical prompting during an activity. ,a
,Maths,,Number (including data handling and calculations),,"Pupil changes facial expression or body position in response to tactile or visual stimuli, e.g. lights going on and off, or body tapping to a number rhythm. ",b
,Maths,,Number (including data handling and calculations),,"Pupil shows resistance or negative response to sensory stimuli, e.g. withdraws hand or grimaces to show displeasure.",c
,Maths,,Number (including data handling and calculations),,Pupil remains passive or shows no observable response,d
,Maths,,Number (including data handling and calculations),,Pupil shows a reflex response to sensory stimuli. ,e
,Maths,,Number (including data handling and calculations),,"Pupils show emerging awareness of activities and experiences. They may have periods when they appear alert and ready to focus their attention on certain people, events, objects or parts of objects, for example, grasping objects briefly when they are placed in their hand. They may give intermittent reactions, for example, sometimes showing surprise at the sudden presence or absence of an event or object.",P1 (ii)
,Maths,,Number (including data handling and calculations),,"Pupil responds to a familiar activity by an occasional response, e.g. vocalisation. ",a
,Maths,,Number (including data handling and calculations),,"Pupil can locate an object presented in different positions, visual or auditory.",b
,Maths,,Number (including data handling and calculations),,Pupil will maintain contact with a mathematical resource for a short period of time.,c
,Maths,,Number (including data handling and calculations),,Pupil may briefly turn head or smile at a familiar sound or situation. ,d
,Maths,,Number (including data handling and calculations),,"Pupil demonstrates awareness by any observable response, e.g. facial expression or body movement.",e
,Maths,,Number (including data handling and calculations),,"Pupils begin to respond consistently to familiar people, events and objects. They react to new activities and experiences, for example, becoming excited or alarmed when a routine is broken. They begin to show interest in people, events and objects, for example, tracking objects briefly across their field of awareness. They accept and engage in coactive exploration, for example, lifting objects briefly towards the face in shared investigations.",P2 (i)
,Maths,,Number (including data handling and calculations),,"Pupil can track objects as they are being counted, e.g. visual or auditory tracking.",a
,Maths,,Number (including data handling and calculations),,"Pupil accepts partial prompting to engage in exploring new activities.
",b
,Maths,,Number (including data handling and calculations),,Pupil begins to interact consistently to familiar people and activities.,c
,Maths,,Number (including data handling and calculations),,Pupil can locate an object presented in different positions.,d
,Maths,,Number (including data handling and calculations),,"Pupil demonstrates awareness by any observable response, e.g. facial expression or body movement.",e
,Maths,,Number (including data handling and calculations),,"Pupils begin to respond consistently to familiar people, events and objects. They react to new activities and experiences, for example, becoming excited or alarmed when a routine is broken. They begin to show interest in people, events and objects, for example, tracking objects briefly across their field of awareness. They accept and engage in coactive exploration, for example, lifting objects briefly towards the face in shared investigations.",P2 (i)
,Maths,,Number (including data handling and calculations),,Pupil can track an object horizontally when held at eye level or pupil shows a distinct recognition of a sound-making object and tracks its sound from side to side. ,a
,Maths,,Number (including data handling and calculations),,"Pupil accepts partial prompting to engage in exploring new objects and activities, e.g. lifting them towards the face.
",b
,Maths,,Number (including data handling and calculations),,Pupil begins to interact consistently to familiar people and activities.,c
,Maths,,Number (including data handling and calculations),,Pupil can locate an object presented in different positions.,d
,Maths,,Number (including data handling and calculations),,Pupil begins to respond consistently to an event or activity.,e
,Maths,,Number (including data handling and calculations),," Pupils begin to be proactive in their interactions. They communicate consistent preferences and affective responses, for example, showing a desire to hold a favourite object. They recognise familiar people, events and objects, for example, looking towards their own lunch box when offered a selection. They perform actions, often by trial and improvement, and they remember learned responses over short periods of time, for example, repeating an action with a familiar item of equipment. They cooperate with shared exploration and supported participation, for example, handling and feeling the texture of objects passed to them. ",P2 (ii)
,Maths,,Number (including data handling and calculations),,"When shown a switch activated toy, the pupil can operate it, with intention, over short periods of time. ",a
,Maths,,Number (including data handling and calculations),,"Pupil will continue an action or interaction with an adult by repeating, e.g. pupil responds with ‘a’ sound when you say ‘a’; when their hand is placed on a drum and they feel the vibration of a drum beat, they ‘tap’ the drum in response. ",b
,Maths,,Number (including data handling and calculations),,"Pupil can explore objects by touch, banging them, moving them, dropping them, etc. ",c
,Maths,,Number (including data handling and calculations),,"Pupil will show interest during a block building activity, e.g. build the tower, and then will reach out and knock it down. ",d
,Maths,,Number (including data handling and calculations),,Pupil can reach for or look at objects as they are counted. ,e
,Maths,,Number (including data handling and calculations),,"Pupils begin to communicate intentionally. They seek attention through eye contact, gesture or action. They request events or activities, for example, pushing an item of equipment towards a member of staff. They participate in shared activities with less support. They sustain concentration for short periods. They explore materials in increasingly complex ways, for example, banging or rubbing objects together. They observe the results of their own actions with interest, for example, as they throw or drop objects on to different surfaces. They remember learned responses over more extended periods, for example, remembering how to activate a pop-up object from a previous lesson.",P3 (i)
,Maths,,Number (including data handling and calculations),,Pupil will observe the result of their own actions with interest.,a
,Maths,,Number (including data handling and calculations),,Pupil can remember a learned response from day to day (as opposed to remembering daily routines). ,b
,Maths,,Number (including data handling and calculations),,Pupil will intentionally transfer objects from one hand to another.,c
,Maths,,Number (including data handling and calculations),,"Pupil pushes items towards adult or pulls adult’s hand towards them, as a means of requesting more of a specific activity. ",d
,Maths,,Number (including data handling and calculations),,Pupil can remove a cloth to find a hidden object or look towards the floor for an object which has been dropped. ,e
